parcelid,logerror,transactiondate,airconditioningtypeid,architecturalstyletypeid,basementsqft,bathroomcnt,bedroomflag,bedroomcnt,buildingclasstypeid,buildingqualitytypeid,calculatedbathnbr,decktypeid,finishedfloor1squarefeet,calculatedfinishedsquarefeet,finishedsquarefeet12,finishedsquarefeet13,finishedsquarefeet15,finishedsquarefeet50,finishedsquarefeet6,fips,fireplacecnt,fullbathcnt,garagecarcnt,garagetotalsqft,hashottuborspa,heatingorsystemtypeid,latitude,longitude,lotsizesquarefeet,poolcnt,poolsizesum,pooltypeid10,pooltypeid2,pooltypeid7,propertycountylandusecode,propertylandusetypeid,propertyzoningdesc,rawcensustractandblock,regionidcity,regionidcounty,regionidneighborhood,regionidzip,roomcnt,storytypeid,threequarterbathnbr,typeconstructiontypeid,unitcnt,yardbuildingsqft17,yardbuildingsqft26,yearbuilt,numberofstories,fireplaceflag,structuretaxvaluedollarcnt,taxvaluedollarcnt,assessmentyear,landtaxvaluedollarcnt,taxamount,taxdelinquencyflag,taxdelinquencyyear,censustractandblock
12264930,0.001,"Wednesday, January 27, 2016",,,,1,FALSE,3,,7,1,,,920,920,,,,,6037,,1,,,,7,33894512,-118241104,4160,,,,,,100,261,CORL,60375429,24174,3101,,96090,0,,,,1,,,1955,,,83467,117859,2015,34392,2576.04,,,6.03754E+13
12799104,-0.0212,"Wednesday, January 27, 2016",,,,2,FALSE,3,,4,2,,,1386,1386,,,,,6037,,2,,,,2,33961496,-118035816,5991,,,,,,100,261,WHR16000,60375020.03,14634,3101,,96170,0,,,,1,,,1956,,,156764,353488,2015,196724,4362.48,,,6.0375E+13
12455854,0.0188,"Wednesday, January 27, 2016",,,,2,FALSE,3,,7,2,,,1820,1820,,,,,6037,,2,,,,7,33858464,-118170944,6179,,,,,,100,261,LBR1N,60375706.02,46298,3101,276476,96239,0,,,,1,,,1948,,,102642,267117,2015,164475,3300.1399,,,6.03757E+13
11539225,-0.0769,"Wednesday, January 27, 2016",1,,,2,FALSE,2,,1,2,,,1095,1095,,,,,6037,,2,,,,2,33992200,-118443000,,,,,,,010C,266,LACM(GM),60372754,12447,3101,403184,96047,0,,,,1,,,2013,,,411561,615557,2015,203996,7527.29,,,
11842286,0.0611,"Wednesday, January 27, 2016",1,,,2,FALSE,2,,,2,,,1360,1360,,,,,6037,,2,,,,2,34068300,-118134000,,,,,,,010C,266,MPSP,60374817.13,6021,3101,,96496,0,,,,1,,,2010,,,256929,306002,2015,49073,4084.21,,,6.03748E+13
13957308,0.2844,"Wednesday, January 27, 2016",,,,2,FALSE,4,,,2,,,1415,,,,,1415,6059,,2,0,0,,,33770460,-117925688,10433,,,,,,122,261,,60590885.01,24832,1286,,97050,7,,,,,,,1955,1,,265461,527672,2015,262211,6644.3999,,,6.05909E+13
11275104,0.0392,"Wednesday, January 27, 2016",1,,,2,FALSE,3,,4,2,,,1378,1378,,,,,6037,,2,,,,2,34709836,-118164776,6856,,,,,,100,261,LRRA7000,60379008.03,5534,3101,,97317,0,,,,1,,,1995,,,120288,150359,2015,30071,2722.96,,,6.0379E+13
14142086,0.006,"Wednesday, January 27, 2016",,,,2,FALSE,4,,,2,,,1778,1778,,,,,6059,1,2,2,672,,,33898604,-117945936,19123,1,,,,1,122,261,,60590017.08,24812,1286,,97041,7,,,,,,,1973,1,,87864,116349,2015,28485,1550.08,,,6.059E+13
17104362,0.001,"Wednesday, January 27, 2016",,,,3,FALSE,4,,,3,66,2554,2689,2689,,,5243,,6111,1,3,3,830,,,34245424,-119080200,21981,,,,,,1110,261,,61110052.05,51239,2061,,97089,8,,,,,400,,1964,1,,274097,595987,2015,321890,6377.3799,,,6.11101E+13
14503035,0.063,"Wednesday, January 27, 2016",,,,4,TRUE,5,,,4,,,2786,2786,,,,,6059,1,4,2,433,,,33645164,-117657920,6324,1,,,,1,122,261,,60590320.3,12773,1286,,96995,8,,,,,,,1976,2,,146275,186515,2015,40240,1969.8199,,,6.05903E+13
14600785,0.0649,"Wednesday, January 27, 2016",,,,3,FALSE,3,,,3,,,2290,2290,,,,,6059,,3,2,0,,,33675216,-117846392,,,,,,,1,266,,60590626.1,52650,1286,273096,96947,0,,,,,,,2013,,,297446,827193,2015,529747,13184.54,,,
13911063,-0.005,"Wednesday, January 27, 2016",,,,1.5,FALSE,4,,,1.5,,,1286,1286,,,,,6059,,1,1,360,,,33844264,-117972856,6004,,,,,,122,261,,60590868.02,16764,1286,118872,97020,7,,1,,,,,1954,1,,58606,375017,2015,316411,4528.3398,,,6.05909E+13
17137718,-0.046,"Wednesday, January 27, 2016",,,,2,FALSE,4,,,2,,1358,1358,1358,,,1358,,6111,,2,2,501,,,34240812,-119014752,7400,1,648,,,1,1111,261,,61110054.04,51239,2061,,97089,7,,,,,350,,1962,1,,182125,280184,2015,98059,3004.26,,,6.11101E+13
14489920,-0.005,"Wednesday, January 27, 2016",13,,,2,FALSE,3,,,2,,,1320,1320,,,,,6059,1,2,2,460,,,33612004,-117673048,9153,1,,,,1,122,261,,60590320.02,12773,1286,,96995,5,,,,,,,1967,1,,78182,121789,2015,43607,1292.74,,,6.05903E+13
12128591,-0.1416,"Wednesday, January 27, 2016",,,,1,FALSE,3,,7,1,,,1128,1128,,,,,6037,,1,,,,2,34170168,-118049808,16666,,,,,,100,261,SRR175,60374305.01,47695,3101,,96278,0,,,,1,,,1922,,,90957,227397,2015,136440,2760.02,,,6.03743E+13
12157539,0.0488,"Wednesday, January 27, 2016",,,,5,TRUE,5,,1,5,,,4345,4345,,,,,6037,,5,,,,2,34182264,-118175816,24005,1,,,,1,101,261,LFRPD40000,60374607,47019,3101,274684,96271,0,,,,1,,,1993,,,372369,2059496,2015,1687127,23046.8301,,,6.03746E+13
11912298,0.1354,"Wednesday, January 27, 2016",1,,,3,FALSE,3,,10,3,,,2010,2010,,,,,6037,,3,,,,2,34101600,-118103000,,,,,,,010C,266,SLR3,60374811.01,33837,3101,,96515,0,,,,1,,,2008,,,424305,555023,2015,130718,7652.7002,,,6.03748E+13
12081526,-0.045,"Wednesday, January 27, 2016",,,,1,FALSE,2,,7,1,,,1471,1471,,,,,6037,,1,,,,7,34150300,-118217776,5795,,,,,,100,261,GLR1YY,60373009.02,45457,3101,273834,96325,0,,,,1,,,1937,,,148000,563000,2015,415000,6173.0098,,,6.0373E+13
14133319,0.0169,"Wednesday, January 27, 2016",13,,,2.5,FALSE,3,,,2.5,,,1714,1714,,,,,6059,,2,2,460,,,33880192,-117969216,2075,,,,,,122,261,,60591106.05,24812,1286,,97041,7,,1,,,,,1973,2,,149320,300149,2015,150829,3647.3,,,6.05911E+13
11168224,-0.0101,"Wednesday, January 27, 2016",1,,,3,FALSE,3,,7,3,,,1356,1356,,,,,6037,,3,,,,2,34412184,-118544696,4228,,,,,,010D,269,SCUR3,60379203.29,54311,3101,48200,96378,0,,,,1,,,1985,,,163572,337240,2015,173668,4798.77,,,6.03792E+13
12085570,0.045,"Wednesday, January 27, 2016",1,,,2,FALSE,3,,4,2,,,1140,1140,,,,,6037,,2,,,,2,34143800,-118238000,,,,,,,010E,266,GLR4YY,60373021.03,45457,3101,276258,96324,0,,,,1,,,1988,,,170438,387591,2015,217153,4336.9302,,,6.0373E+13
11212062,0.0257,"Wednesday, January 27, 2016",1,,,2,FALSE,3,,4,2,,,1571,1571,,,,,6037,,2,,,,2,34563888,-118045152,7142,,,,,,100,261,LCRA7000,60379107.11,40227,3101,,97330,0,,,,1,,,1988,,,122442,154280,2015,31838,2889.4299,,,6.03791E+13
14469628,0.0667,"Wednesday, January 27, 2016",,,,2.5,FALSE,4,,,2.5,,,2226,2226,,,,,6059,,2,1,381,,,33583716,-117625624,3438,,,,,,122,261,,60590320.57,15554,1286,,96993,0,,1,,,,,1999,,,270988,673186,2015,402198,9767.5801,,,6.05903E+13
14635655,0,"Wednesday, January 27, 2016",,,,1.5,FALSE,3,,,1.5,,,1088,1088,,,,,6059,,1,1,0,,,33706808,-117869504,,,,,,,34,266,,60590740.04,47568,1286,,97007,0,,1,,,,,1972,,,63224,172638,2015,109414,2218.6799,,,6.05907E+13
11571115,0.0573,"Wednesday, January 27, 2016",1,,,3,FALSE,2,,10,3,,,1399,1399,,,,,6037,,3,,,,2,34042500,-118482000,7050,,,,,,010C,266,SMR2,60377016.01,26964,3101,761541,96150,0,,,,1,,,2002,,,236600,1325000,2015,1088400,15585.3398,,,6.0377E+13
17255344,0.0109,"Wednesday, January 27, 2016",,,,2,FALSE,3,,,2,,1280,1280,1280,,,1280,,6111,,2,2,462,,,34277520,-118758832,6531,,,,,,1111,261,,61110079.04,27110,2061,,97118,6,,,,,256,,1972,1,,224066,373443,2015,149377,4345.7002,,,6.11101E+13
11536375,-0.137,"Wednesday, January 27, 2016",,,,2,FALSE,2,,7,2,,,1326,1326,,,,,6037,,2,,,,2,33983420,-118463904,2850,,,,,,100,261,LARW1,60372739.02,12447,3101,21056,96127,0,,,,1,,,1910,,,330263,1651319,2015,1321056,20091.9297,,,6.03727E+13
17189019,-0.0161,"Wednesday, January 27, 2016",,,,2.5,FALSE,3,,,2.5,66,255,1682,1682,,,255,,6111,,2,2,0,,,34214100,-119029000,,,,,,,1129,266,,61110056,51239,2061,,97091,7,,1,,,,,2014,3,,154490,459990,2015,305500,4899.7998,,,6.11101E+13
12922389,0.1026,"Wednesday, January 27, 2016",,,,2,FALSE,3,,7,2,,,1352,1352,,,,,6037,,2,,,,2,34092780,-117856080,8844,,,,,,100,261,CVR175,60374037.02,24245,3101,,96475,0,,,,1,,,1961,,,42813,58696,2015,15883,1021.49,,,6.0374E+13
12410316,-0.0192,"Wednesday, January 27, 2016",,,,2,FALSE,3,,7,2,,,1348,1348,,,,,6037,,2,,,,2,33872272,-118041432,4999,,,,,,100,261,CERS5000,60375545.18,10774,3101,,96206,0,,,,1,,,1970,,,59977,85554,2015,25577,6074.7202,,,6.03755E+13
14047303,0.0411,"Wednesday, January 27, 2016",,,,3,FALSE,4,,,3,,,3268,3268,,,,,6059,3,3,2,676,TRUE,,33657380,-117969392,6600,,,1,,,122,261,,60590992.39,25218,1286,,96964,0,,,,,,,1987,,,331371,643442,2015,312071,7454.2202,,,6.0591E+13
14716232,0.0392,"Wednesday, January 27, 2016",,,,2.5,FALSE,3,,,2.5,,,1296,1296,,,,,6059,,2,1,0,,,33581004,-117733136,,,,,,,34,266,,60590626.38,37086,1286,,96974,0,,1,,,,,1996,,,133401,515000,2015,381599,5260.2402,,,6.05906E+13
10799385,-0.002,"Wednesday, January 27, 2016",1,,,3,FALSE,2,,4,3,,,1333,1333,,,,,6037,,3,,,,2,34175600,-118532000,62415,1,,,,1,010C,266,LAR3,60371393.03,12447,3101,47950,96379,0,,,,1,,,1979,,,120000,385000,2015,265000,4632.9502,,,6.03714E+13
12920766,0.0178,"Wednesday, January 27, 2016",,,,2,FALSE,3,,4,2,,,1751,1751,,,,,6037,,2,,,,2,34097708,-117877872,7276,,,,,,100,261,CVR17500,60374037.21,24245,3101,,96473,0,,,,1,,,1956,,,48118,77056,2015,28938,1251.35,,,6.0374E+13
12052694,0.0237,"Wednesday, January 27, 2016",,,,1,FALSE,2,,7,1,,,1144,1144,,,,,6037,,1,,,,7,34172908,-118283920,8395,,,,,,100,261,GLR1YY,60373015.01,45457,3101,273868,96320,0,,,,1,,,1926,,,27721,67474,2015,39753,6225.4902,,,6.0373E+13
11194510,-0.0998,"Wednesday, January 27, 2016",1,,,2,FALSE,2,,4,2,,,1370,1370,,,,,6037,,2,,,,2,34607624,-118132040,58948,,,,,,100,261,PDRPD12U,60379102.01,40227,3101,,97329,0,,,,1,,,1979,,,94263,117828,2015,23565,2307.0601,,,6.03791E+13
13035881,-0.079,"Wednesday, January 27, 2016",,,,2,FALSE,3,,7,2,,,1281,1281,,,,,6037,,2,,,,2,34110056,-117865752,7370,1,,,,1,101,261,GDR1,60374039.02,11626,3101,,96485,0,,,,1,,,1958,,,41590,58292,2015,16702,4733.4902,,,6.0374E+13
11137000,-0.003,"Wednesday, January 27, 2016",1,,,2,FALSE,2,,4,2,,,1573,1573,,,,,6037,,2,,,,2,34411660,-118582624,41046,,,,,,010C,266,,60379203.39,,3101,,96395,0,,,,1,,,2004,,,177000,393000,2015,216000,5684.6201,,,6.03792E+13
10724883,0.0266,"Wednesday, January 27, 2016",,,,2,FALSE,4,,4,2,,,1600,1600,,,,,6037,,2,,,,2,34198436,-118634744,12301,1,,,,1,101,261,LARE11,60371344.22,12447,3101,268588,96342,0,,,,1,,,1961,,,180537,343522,2015,162985,4351.8398,,,6.03713E+13
17063973,0.1931,"Wednesday, January 27, 2016",,,,1,FALSE,2,,,1,,886,886,886,,,886,,6111,,1,1,312,,,34405136,-118912832,6300,,,,,,1110,261,,61110003.02,18098,2061,,97094,4,,,,,360,,1925,1,,49746,123946,2015,74200,1448.76,,,6.111E+13
12182705,0.0315,"Wednesday, January 27, 2016",,,,1,FALSE,2,,7,1,,,896,896,,,,,6037,,1,,,,7,33982136,-118284592,2979,,,,,,100,261,LARD1.5,60372376,12447,3101,118208,96025,0,,,,1,,,1921,,,29158,145803,2015,116645,1940.8,,,6.03724E+13
14674055,0.0526,"Wednesday, January 27, 2016",,,,2.5,FALSE,2,,,2.5,,,1364,1364,,,,,6059,,2,2,0,,,33701524,-117746920,,,,,,,1,266,,60590524.18,52650,1286,403197,96954,0,,1,,,,,2005,,,193541,523000,2015,329459,8947,,,6.05905E+13
13032729,0.005,"Wednesday, January 27, 2016",1,,,2,FALSE,3,,7,2,,,1738,1738,,,,,6037,,2,,,,2,34142444,-117867472,7625,,,,,,100,261,GDR1,60374010.02,11626,3101,,96486,0,,,,1,,,1950,,,165600,423491,2015,257891,5065.5898,,,6.0374E+13
10860286,0.008,"Wednesday, January 27, 2016",,,,2,FALSE,3,,7,2,,,1769,1769,,,,,6037,,2,,,,7,34158452,-118433184,7541,1,,,,1,101,261,LAR1,60371287.02,12447,3101,27080,96424,0,,,,1,,,1948,,,173850,342391,2015,168541,4312.8599,,,6.03713E+13
14221630,0.0998,"Wednesday, January 27, 2016",,,,4,TRUE,5,,,4,,,3134,3134,,,,,6059,,4,2,418,,,33832056,-117765520,5353,,,,,,1,261,,60590219.2,,1286,,97065,0,,,,,,,2003,,,409669,743619,2015,333950,10666.2598,,,6.05902E+13
10718417,-0.0243,"Wednesday, January 27, 2016",1,,,3,FALSE,4,,4,3,,,3064,3064,,,,,6037,,3,,,,2,34214344,-118649888,8378,1,,,,1,101,261,LARE11,60371344.24,12447,3101,268588,96339,0,,,,1,,,1986,,,332000,867000,2015,535000,10635.4502,,,6.03713E+13
12914407,-0.0651,"Wednesday, January 27, 2016",,,,2,FALSE,3,,7,2,,,1460,1460,,,,,6037,,2,,,,2,34104376,-117895264,6308,,,,,,100,261,CVR171/2,60374059,24245,3101,,96473,0,,,,1,,,1956,,,129897,304518,2015,174621,3978.6399,,,6.03741E+13
14747735,-0.0111,"Wednesday, January 27, 2016",,,,2,FALSE,2,,,2,,,1178,1178,,,,,6059,,2,,,,,33711900,-118039000,,,,,,,34,266,,60590994.17,25218,1286,,96967,0,,,,,,,1983,,,100982,418000,2015,317018,4904.1802,,,6.0591E+13
17098540,0.1124,"Wednesday, January 27, 2016",,,,2,FALSE,3,,,2,66,1512,1512,1512,,,1512,,6111,1,2,2,504,,,34365576,-119060168,8607,,,,,,1110,261,,61110004,26965,2061,,97113,6,,,,,400,,1997,1,,155780,234508,2015,78728,2622.98,,,6.111E+13
11144559,-0.005,"Wednesday, January 27, 2016",1,,,2,FALSE,2,,4,2,,,964,964,,,,,6037,,2,,,,2,34418400,-118489000,532639,1,,,,1,010C,266,SCOS,60379200.3,54311,3101,37739,96374,0,,,,1,,,1988,,,158300,231534,2015,73234,3385.6399,,,6.03792E+13
12211352,0.0807,"Wednesday, January 27, 2016",,,,3,FALSE,5,,7,3,,,2060,2060,,,,,6037,,3,,,,7,33955264,-118275232,5202,,,,,,100,261,LAR2,60372402,12447,3101,268496,95984,0,,,,1,,,1921,,,113217,322312,2015,209095,3058.53,,,6.03724E+13
13870638,-0.0587,"Wednesday, January 27, 2016",,,,2,FALSE,3,,,2,,,1523,1523,,,,,6059,,2,1,240,,,33863476,-117963392,7068,1,,,,1,122,261,,60590019.01,24812,1286,,97041,7,,,,,,,1954,1,,77593,261879,2015,184286,5221,,,6.059E+13
10755738,0.0344,"Wednesday, January 27, 2016",1,,,6,TRUE,5,,10,6,,,5388,5388,,,,,6037,,6,,,,2,34137840,-118674208,20253,1,,,,1,010D,269,,60378002.02,37688,3101,763012,96337,0,,,,1,,,2003,,,1036666,2219671,2015,1183005,29421.7695,,,6.0378E+13
14315467,-0.0274,"Wednesday, January 27, 2016",,,,2.5,FALSE,3,,,2.5,,,2252,2252,,,,,6059,2,2,2,520,,,33613636,-117852168,7750,1,,,,1,122,261,,60590626.44,53571,1286,,96978,7,,1,,,,,1977,1,,197937,764470,2015,566533,8493.1602,,,6.05906E+13
17081331,-0.1532,"Wednesday, January 27, 2016",,,,2,FALSE,3,,,2,,1204,1204,1204,,,1204,,6111,1,2,2,400,,,34268428,-119274272,3737,,,,,,1110,261,,61110025,34543,2061,116430,97081,5,,,,,,,1958,1,,137000,636000,2015,499000,6760.2998,,,6.111E+13
11545520,0.007,"Wednesday, January 27, 2016",,,,1,FALSE,2,,7,1,,,1093,1093,,,,,6037,,1,,,,7,34011604,-118129736,4206,,,,,,100,261,LAR2,60375319.02,17882,3101,,96003,0,,,,1,,,1948,,,18945,63599,2015,44654,882.09,,,6.03727E+13
14716663,-0.1567,"Wednesday, January 27, 2016",,,,2.5,FALSE,2,,,2.5,,,1376,1376,,,,,6059,,2,2,0,,,33914248,-117957080,,,,,,,34,266,,60590017.08,18874,1286,,96186,0,,1,,,,,1983,,,105990,321191,2015,215201,5409.1001,,,6.059E+13
11059744,-0.0346,"Wednesday, January 27, 2016",,,,2,FALSE,3,,7,2,,,1217,1217,,,,,6037,,2,,,,2,34247528,-118495624,7499,,,,,,100,261,LARS,60371173.02,12447,3101,33183,96369,0,,,,1,,,1956,,,84859,321440,2015,236581,4103.6299,,,6.03712E+13
17112226,-0.006,"Wednesday, January 27, 2016",,,,2.5,FALSE,3,,,2.5,,824,1604,1604,,,824,,6111,,2,2,552,,,34249392,-119175720,3474,,,,,,1111,261,,61110050.04,13150,2061,,97107,5,,1,,,,,2008,2,,181772,410708,2015,228936,10363.3398,,,6.11101E+13
12144234,-0.0161,"Wednesday, January 27, 2016",,,,3,FALSE,4,,4,3,,,2708,2708,,,,,6037,,3,,,,2,34117872,-118047568,13164,,,,,,100,261,ARR1YY,60374317,50749,3101,,96268,0,,,,1,,,1987,,,283478,708707,2015,425229,8515.2695,,,6.03743E+13
13959690,-0.0492,"Wednesday, January 27, 2016",,,,1.5,FALSE,3,,,1.5,,,1237,1237,,,,,6059,,1,1,360,,,33772112,-117895184,7475,,,,,,122,261,,60590891.07,24832,1286,,97050,6,,1,,,,,1956,1,,65808,212406,2015,146598,2906.52,,,6.05909E+13
12552492,-0.0151,"Wednesday, January 27, 2016",,,,1,FALSE,2,,7,1,,,1257,1257,,,,,6037,,1,,,,7,33784068,-118195240,4277,,,,,,100,261,LBR4N,60375754.01,46298,3101,416313,96245,0,,,,1,,,1920,,,9893,39650,2015,29757,2104.1299,,,6.03758E+13
17258346,-0.1649,"Wednesday, January 27, 2016",,,,2,FALSE,3,,,2,,1182,1182,1182,,,1182,,6111,1,2,2,400,,,34260984,-118663472,6320,1,480,,,1,1110,261,,61110075.12,27110,2061,,97116,5,,,,,100,,1963,1,,126597,280050,2015,153453,3343.7,,,6.11101E+13
11208612,0.002,"Wednesday, January 27, 2016",,,,1,FALSE,3,,7,1,,,1136,1136,,,,,6037,,1,,,,7,34597440,-118110832,7208,,,,,,100,261,PDM4,60379101.01,40227,3101,,97328,0,,,,1,,,1956,,,39959,66598,2015,26639,1551.98,,,6.03791E+13
12705656,-0.0481,"Wednesday, January 27, 2016",,,,3,FALSE,4,,4,3,,,2374,2374,,,,,6037,,3,,,,2,33762016,-118373416,8934,1,,,,1,101,261,RPRS10000,60376704.05,54053,3101,,96122,0,,,,1,,,1965,,,334077,1123849,2015,789772,12915.4902,,,6.03767E+13
12857550,0.0218,"Wednesday, January 27, 2016",1,,,3,FALSE,5,,4,3,,,2711,2711,,,,,6037,,3,,,,2,33960136,-117988456,25087,,,,,,100,261,WHR120000,60375002.03,14634,3101,,96171,0,,,,1,,,1969,,,265857,450122,2015,184265,5713.7202,,,6.0375E+13
13998246,-0.0151,"Wednesday, January 27, 2016",,,,1.5,FALSE,3,,,1.5,,,1510,1510,,,,,6059,,1,1,375,,,33788012,-118019896,6134,,,,,,122,261,,60591100.03,24832,1286,,97052,6,,1,,,,,1959,1,,57951,82594,2015,24643,1589.5601,,,6.05911E+13
11871739,0.0507,"Wednesday, January 27, 2016",1,,,2,FALSE,2,,4,2,,,1475,1475,,,,,6037,,2,,,,2,34099000,-118186000,238871,1,,,,1,010C,266,LARD6,60372013.02,12447,3101,114914,96023,0,,,,1,,,1983,,,147897,438387,2015,290490,5387.0801,,,6.0372E+13
13076415,0.0583,"Wednesday, January 27, 2016",1,,,1,FALSE,1,,7,1,,,655,655,,,,,6037,,1,,,,2,34007100,-117817000,238860,1,,,,1,010C,266,LCR3800030,60374033.19,24384,3101,,96505,0,,,,1,,,1986,,,76941,151177,2015,74236,2091.3301,,,6.0374E+13
12350296,0.004,"Wednesday, January 27, 2016",,,,2,FALSE,3,,7,2,,,1488,1488,,,,,6037,,2,,,,7,33939864,-118117280,7367,,,,,,100,261,DOR15000,60375510,4406,3101,,96101,0,,,,1,,,1948,,,38735,76045,2015,37310,1221.33,,,6.03755E+13
10861976,0.1544,"Wednesday, January 27, 2016",1,,,2,FALSE,2,,4,2,,,1600,1600,,,,,6037,,2,,,,2,34138952,-118447320,16390,,,,,,100,261,LARE15,60371417,12447,3101,27080,96424,0,,,,1,,,1966,,,158504,792523,2015,634019,9877.29,,,6.03714E+13
11764933,-0.1076,"Wednesday, January 27, 2016",,,,4,TRUE,5,,7,4,,,2104,,,2104,,,6037,,4,,,,,33998992,-118269560,5764,,,,,,400,248,LARD1.5,60372293,12447,3101,268496,95992,0,,,,4,,,1959,,,68814,105027,2015,36213,1569.11,,,6.03723E+13
14269161,-0.0151,"Wednesday, January 27, 2016",,,,3,FALSE,4,,,3,,,2187,2187,,,,,6059,,3,2,452,,,33711224,-117904888,6000,,,,,,122,261,,60590741.06,47568,1286,,97004,8,,,,,,,1977,2,,175903,283708,2015,107805,3560.04,,,6.05907E+13
12673773,0.1187,"Wednesday, January 27, 2016",,,,2,FALSE,4,,4,2,,,1846,1846,,,,,6037,,2,,,,2,33847840,-118373584,7313,,,,,,100,261,TORR-LO,60376506.03,54722,3101,,96161,0,,,,1,,,1959,,,229511,921122,2015,691611,10643.3604,,,6.03765E+13
17073783,0.0953,"Wednesday, January 27, 2016",,,,2.5,FALSE,3,,,2.5,,548,1264,1264,,,548,,6111,,2,2,0,,,34303596,-119287232,1735,,,,,,1128,265,,61110022,34543,2061,,97081,5,,1,,,128,,1986,2,,115087,191811,2015,76724,2015.0601,,,6.111E+13
12111286,-0.0121,"Wednesday, January 27, 2016",1,,,2,FALSE,2,,,2,,,2193,2193,,,,,6037,,2,,,,2,34144200,-118133000,53507,1,,,,1,010C,266,PSC-,60374636.01,47019,3101,275405,96289,0,,,,1,,,2006,,,363700,908000,2015,544300,10567.4697,,,6.03746E+13
12539287,-0.0315,"Wednesday, January 27, 2016",,,,2,FALSE,3,,7,2,,,1636,,,1636,,,6037,,2,,,,,33776704,-118153992,6508,,,,,,200,246,LBR2N,60375769.04,46298,3101,416310,96238,0,,,,2,,,1928,,,127881,267042,2015,139161,3368.5,,,6.03758E+13
11802228,0.5146,"Wednesday, January 27, 2016",,,,1,FALSE,2,,7,1,,,594,594,,,,,6037,,1,,,,7,34039456,-118202944,5600,,,,,,100,261,LAR2,60372043,12447,3101,113886,96014,0,,,,1,,,1907,,,10176,29938,2015,19762,3005.1799,,,6.0372E+13
12458039,-0.044,"Wednesday, January 27, 2016",,,,1,FALSE,2,,7,1,,,725,725,,,,,6037,,1,,,,7,33850684,-118189024,4192,,,,,,100,261,LBR1N,60375717.03,46298,3101,276476,96239,0,,,,1,,,1926,,,73023,249442,2015,176419,2783.4199,,,6.03757E+13
10796730,-0.0834,"Wednesday, January 27, 2016",1,,,3,FALSE,5,,4,3,,,3296,3296,,,,,6037,,3,,,,2,34176016,-118565968,21951,,,,,,100,261,LARA,60371393.01,12447,3101,48570,96389,0,,,,1,,,1954,,,360305,841975,2015,481670,10407.29,,,6.03714E+13
11092439,0.0227,"Wednesday, January 27, 2016",,,,3,FALSE,5,,4,3,,,2810,2810,,,,,6037,,3,,,,2,34246960,-118531144,17594,1,,,,1,101,261,LARA,60371152.01,12447,3101,33183,96355,0,,,,1,,,1956,,,193961,456535,2015,262574,5711.6001,,,6.03712E+13
11092343,0.1053,"Wednesday, January 27, 2016",1,,,3,FALSE,4,,4,3,,,3050,3050,,,,,6037,,3,,,,2,34247464,-118538088,14014,1,,,,1,101,261,LARS,60371152.01,12447,3101,33183,96354,0,,,,1,,,1978,,,203267,338776,2015,135509,4366.6499,,,6.03712E+13
12127316,0.0159,"Wednesday, January 27, 2016",1,,,2,FALSE,3,,4,2,,,1929,1929,,,,,6037,,2,,,,2,34172064,-118073288,7433,1,,,,1,101,261,PSR6,60374600,47019,3101,274705,96295,0,,,,1,,,1955,,,132185,345416,2015,213231,4204.5801,,,6.03746E+13
11920659,0.0602,"Wednesday, January 27, 2016",,,,2,FALSE,3,,7,2,,,1352,1352,,,,,6037,,2,,,,2,34115152,-118088984,5227,,,,,,100,261,LCR1YY,60374800.02,33837,3101,,96514,0,,,,1,,,1955,,,116485,257985,2015,141500,5102.6099,,,6.03748E+13
14373246,0.0129,"Wednesday, January 27, 2016",,,,2.5,FALSE,3,,,2.5,,,1789,1789,,,,,6059,1,2,2,420,,,33643344,-117687376,6370,,,,,,122,261,,60590524.15,32380,1286,,96962,7,,1,,,,,1974,1,,118446,572414,2015,453968,6135.7402,,,6.05905E+13
12832146,0.0825,"Wednesday, January 27, 2016",,,,2,FALSE,3,,4,2,,,1940,1940,,,,,6037,,2,,,,2,33956548,-117963008,36688,,,,,,100,261,LHRA1,60375002.01,18875,3101,,96186,0,,,,1,,,1956,,,116766,476912,2015,360146,5848.7002,,,6.0375E+13
11802206,0.0296,"Wednesday, January 27, 2016",,,,2,FALSE,6,,7,2,,,1896,,,1896,,,6037,,2,,,,,34041464,-118202176,5446,,,,,,200,246,LAR2,60372042,12447,3101,113886,96014,0,,,,2,,,1955,,,209020,339656,2015,130636,4335.23,,,6.0372E+13
14209502,0.0139,"Wednesday, January 27, 2016",,,,2,FALSE,3,,,2,,,1504,1504,,,,,6059,,2,2,496,,,33848516,-117819344,7200,,,,,,122,261,,60590219.03,16764,1286,274765,97026,7,,,,,,,1968,1,,97903,466671,2015,368768,5240.7202,,,6.05902E+13
13093203,0.0169,"Wednesday, January 27, 2016",1,,,3,FALSE,2,,7,3,,,1350,1350,,,,,6037,,3,,,,2,34049604,-117907720,109217,,,,,,010C,266,WCR19450,60374080.03,14542,3101,,96524,0,,,,1,,,1986,,,126959,253705,2015,126746,3005.22,,,6.03741E+13
12973039,0.0354,"Wednesday, January 27, 2016",1,,,2,FALSE,4,,7,2,,,1829,1829,,,,,6037,,2,,,,2,34122548,-117987616,6599,,,,,,100,261,DUR16500,60374301.02,24435,3101,,96270,0,,,,1,,,1952,,,72463,213130,2015,140667,3025.9199,,,6.03743E+13
